Application_ID,Gender,Age,Education,Marital_Status,Employment_Type,Monthly_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Debt,Approval_Status,Application_Date
APP120439,Male,73.0,Not Graduate,MARRIED,Salaried,75020,2828086,36.0,709.0,139755.0,Approved,2022-03-02
APP120440,MALE,83.0,not graduate,Single,Salaried,111464,143684,36.0,575.0,460131.0,Approved,2019-09-19
APP120441,Male,49.0,Not Graduate,Single,SELF EMPLOYED,104954,1842132,12.0,896.0,80284.0,Approved,2023-02-26
APP120442,male,67.0,not graduate,Single,Salaried,84354,942072,12.0,377.0,268108.0,Rejected,2020-08-23
APP120443,MALE,41.0,not graduate,SINGLE,Salaried,124021,112029,24.0,557.0,681953.0,Approved,2023-06-16
APP120444,male,63.0,GRADUATE,Married,Self-Employed,69493,2263706,48.0,801.0,518215.0,Approved,2022-08-07
APP120445,MALE,20.0,graduate,married,SALARIED,63610,2930115,48.0,548.0,127110.0,Rejected,2020-10-20
APP120446,Female,27.0,not graduate,Married,SELF EMPLOYED,12040,1319221,,500.0,74678.0,Approved,2020-04-26
APP120447,,23.0,not graduate,Married,SELF EMPLOYED,,2197577,24.0,660.0,369306.0,Rejected,2023-02-27
APP120448,FEMALE,69.0,Not Graduate,Married,Self-Employed,68402,2487605,24.0,326.0,416071.0,Approved,2021-05-08
APP120449,Male,67.0,GRADUATE,Single,SALARIED,163107,2486248,48.0,539.0,824834.0,Approved,2018-05-20
APP120450,female,75.0,GRADUATE,married,Salaried,,104114,72.0,545.0,655354.0,Approved,2022-12-09
APP120451,MALE,69.0,,Single,SELF EMPLOYED,"186,331",1865202,72.0,428.0,907302.0,Approved,2019-10-07
APP120452,male,30.0,graduate,Married,SALARIED,96633,1653019,60.0,786.0,310998.0,Approved,2023-07-07
APP120453,female,76.0,graduate,MARRIED,self-employed,100922,,24.0,402.0,87781.0,Approved,2023-10-25
APP120454,Female,56.0,not graduate,SINGLE,SELF EMPLOYED,149599,1343377,36.0,610.0,435775.0,Approved,2024-05-13
APP120455,Female,70.0,Not Graduate,SINGLE,SALARIED,159511,580132,24.0,,390789.0,Rejected,2018-03-11
APP120456,Female,75.0,Graduate,Married,self-employed,97561,1757459,48.0,,111719.0,Rejected,2019-02-20
APP120457,FEMALE,37.0,Not Graduate,Single,self-employed,163750,929299,36.0,782.0,570217.0,Approved,2020-09-29
APP120458,male,80.0,GRADUATE,married,Salaried,62735,923227,,501.0,418805.0,Approved,2020-01-14
APP120459,Female,27.0,graduate,Single,SALARIED,118816,,60.0,302.0,117409.0,Approved,2021-08-31
APP120460,Female,43.0,Graduate,married,SELF EMPLOYED,93377,306929,48.0,661.0,462773.0,Approved,2022-09-26
APP120461,Male,36.0,GRADUATE,MARRIED,SELF EMPLOYED,22647,2519495,24.0,586.0,722897.0,,2019-11-10
APP120462,MALE,78.0,graduate,married,SALARIED,115599,2063788,36.0,649.0,630750.0,Rejected,2021-12-13
APP120463,MALE,51.0,Graduate,married,Self-Employed,"114,669","856,290",72.0,444.0,13144.0,,2022-07-21
APP120464,MALE,61.0,Not Graduate,MARRIED,Self-Employed,168028,2125145,36.0,406.0,687439.0,Rejected,
APP120465,female,,GRADUATE,SINGLE,Salaried,87308,2956257,36.0,746.0,678315.0,Rejected,2018-12-09
APP120466,Male,89.0,not graduate,married,Salaried,69759,1177935,72.0,322.0,596696.0,Rejected,2021-01-23
APP120467,FEMALE,33.0,Graduate,MARRIED,Self-Employed,29249,298759,36.0,418.0,681915.0,Approved,2018-04-02
APP120468,female,43.0,Graduate,married,self-employed,139168,2944343,48.0,367.0,689084.0,Approved,2024-07-21
APP120469,Male,82.0,Not Graduate,Single,self-employed,111987,2854660,36.0,321.0,766427.0,Rejected,2021-05-31
APP120470,Female,83.0,Not Graduate,MARRIED,Self-Employed,192019,2430025,60.0,867.0,904787.0,Rejected,2022-09-11
APP120471,male,44.0,GRADUATE,Married,SELF EMPLOYED,198602,2423063,12.0,822.0,897710.0,Approved,2019-07-04
APP120472,female,21.0,not graduate,married,Self-Employed,150402,538269,36.0,453.0,948651.0,Approved,2019-12-12
APP120473,female,68.0,graduate,married,SELF EMPLOYED,109112,2415731,36.0,590.0,350346.0,Rejected,2022-08-06
APP120474,Female,20.0,Graduate,Single,SELF EMPLOYED,48624,1257898,24.0,614.0,466413.0,Rejected,2024-09-08
APP120475,Female,83.0,Graduate,Single,self-employed,14307,147659,12.0,546.0,339847.0,Approved,2018-04-12
APP120476,male,33.0,GRADUATE,Married,self-employed,54232,2367930,36.0,707.0,437056.0,Rejected,2018-02-27
APP120477,MALE,-5.0,graduate,MARRIED,self-employed,22573,869541,36.0,588.0,728414.0,Rejected,2023-10-17
APP120478,female,45.0,graduate,Married,SELF EMPLOYED,170771,2268030,60.0,523.0,610454.0,Approved,2023-10-24
APP120479,Male,61.0,graduate,Married,SELF EMPLOYED,91156,334739,48.0,354.0,,Approved,2022-07-14
APP120480,FEMALE,35.0,GRADUATE,SINGLE,Salaried,189640,59741,48.0,818.0,800232.0,Approved,2023-03-04
APP120481,Female,19.0,Graduate,Married,Self-Employed,180635,633815,60.0,730.0,878419.0,Approved,2021-07-19
APP120482,Female,61.0,Not Graduate,married,self-employed,42641,2027262,36.0,717.0,589864.0,Approved,2024-02-18
APP120483,FEMALE,37.0,Graduate,Married,SALARIED,9289,94493,48.0,813.0,198795.0,Approved,2019-02-12
APP120484,Male,73.0,Not Graduate,Single,SALARIED,171200,1688167,60.0,433.0,170516.0,Rejected,2022-08-27
APP120485,Female,40.0,Not Graduate,Single,SELF EMPLOYED,118873,1999215,24.0,316.0,359826.0,Rejected,2018-09-05
APP120486,FEMALE,77.0,GRADUATE,married,Salaried,63242,758298,24.0,622.0,637976.0,Rejected,2023-09-30
APP120487,Female,88.0,graduate,SINGLE,Self-Employed,31860,"524,789",12.0,871.0,388715.0,Rejected,2020-01-14
APP120488,MALE,62.0,GRADUATE,Married,SELF EMPLOYED,107350,663326,24.0,749.0,252981.0,Approved,2021-07-12
APP120489,MALE,64.0,Not Graduate,MARRIED,Self-Employed,135171,843063,12.0,440.0,645578.0,Approved,2023-02-28
APP120490,Female,54.0,Graduate,Single,,141363,2203713,48.0,366.0,982834.0,Rejected,2023-12-01
APP120491,Female,25.0,Not Graduate,married,self-employed,179.9k,288341,72.0,420.0,951401.0,Approved,2023-10-04
APP120492,MALE,22.0,GRADUATE,MARRIED,Salaried,79610,524641,36.0,871.0,239146.0,,2019-07-15
APP120493,Female,40.0,Graduate,Married,self-employed,183304,935950,48.0,848.0,288204.0,Rejected,2023-04-02
APP120494,Male,27.0,graduate,Married,self-employed,57491,219149,12.0,583.0,506614.0,Rejected,2018-12-22
APP120495,Male,44.0,GRADUATE,Married,SALARIED,18164,1591831,60.0,586.0,143614.0,Approved,2019-05-03
APP120496,male,18.0,,MARRIED,SALARIED,98188,1923377,12.0,531.0,848642.0,Rejected,2020-10-22
APP120497,Male,88.0,Not Graduate,Married,SALARIED,82793,1591669 rs,48.0,490.0,854022.0,Rejected,2022-12-22
APP120498,female,25.0,graduate,SINGLE,SALARIED,80344,2345064,72.0,569.0,,Approved,2021-01-15
APP120499,female,28.0,graduate,MARRIED,SELF EMPLOYED,116681,621018,36.0,625.0,39798.0,Approved,2021-12-01
APP120500,female,45.0,Graduate,Single,SELF EMPLOYED,12496,2486508,24.0,606.0,701569.0,Approved,2021-12-12
APP120501,Female,51.0,GRADUATE,SINGLE,Salaried,122820,1242858,24.0,748.0,673312.0,Rejected,2020-07-13
APP120502,Female,60.0,Not Graduate,married,SALARIED,66357,"2,930,190",12.0,756.0,338260.0,Rejected,2019-07-08
APP120503,FEMALE,45.0,not graduate,Married,SALARIED,116172,2280755,72.0,387.0,276573.0,Rejected,2024-12-29
APP120504,female,66.0,Not Graduate,married,SELF EMPLOYED,37728,136139,72.0,579.0,993086.0,Approved,2023-06-03
APP120505,female,78.0,GRADUATE,Single,Self-Employed,101292,548426,36.0,730.0,263401.0,Approved,2019-02-11
APP120506,Male,54.0,graduate,married,self-employed,44286,2513783,48.0,503.0,221805.0,Approved,2018-10-13
APP120507,MALE,20.0,not graduate,Single,Salaried,150948,2738212,24.0,859.0,309428.0,Approved,2022-10-29
APP120508,MALE,26.0,Graduate,married,SELF EMPLOYED,188707,2020091,72.0,737.0,151415.0,Rejected,2019-03-09
APP120509,male,19.0,GRADUATE,Single,SELF EMPLOYED,96113,666378,36.0,664.0,180257.0,Approved,2018-09-23
APP120510,FEMALE,40.0,Not Graduate,MARRIED,self-employed,180939,946088,36.0,661.0,,Rejected,2019-03-19
APP120511,MALE,68.0,GRADUATE,MARRIED,Salaried,190034,385936,24.0,591.0,533807.0,Rejected,2019-11-27
APP120512,male,34.0,Graduate,married,SELF EMPLOYED,,1371695 rs,60.0,709.0,508526.0,Rejected,2018-09-09
APP120513,Male,42.0,Not Graduate,SINGLE,SALARIED,10.6k,2371055,72.0,642.0,414296.0,Rejected,2024-08-15
APP120514,FEMALE,44.0,not graduate,SINGLE,SALARIED,86647,701190,60.0,652.0,724643.0,Rejected,2023-02-14
APP120515,FEMALE,37.0,Not Graduate,MARRIED,SELF EMPLOYED,142744,2188133,48.0,613.0,65495.0,Approved,2020-12-18
APP120516,female,150.0,Not Graduate,Married,Self-Employed,151343,1881233,36.0,709.0,970712.0,Rejected,2024-06-01
APP120517,Female,53.0,Graduate,Married,Self-Employed,16451,"2,997,641",36.0,665.0,944248.0,Rejected,2018-08-17
APP120518,female,45.0,Not Graduate,SINGLE,Self-Employed,195666,2017914,36.0,351.0,92356.0,Rejected,2022-07-23
APP120519,Male,46.0,GRADUATE,married,SALARIED,67317,,12.0,528.0,268979.0,Approved,2018-11-18
APP120520,female,59.0,graduate,,SALARIED,147281,535696,72.0,616.0,644053.0,Approved,2023-05-30
,FEMALE,75.0,Graduate,MARRIED,self-employed,183725,928333,48.0,743.0,528749.0,Rejected,2020-02-20
APP120522,female,49.0,Graduate,married,Self-Employed,82569,1076348,48.0,867.0,446182.0,Rejected,2020-10-27
APP120523,male,29.0,Graduate,MARRIED,self-employed,47972,54139,36.0,711.0,220764.0,Rejected,2023-11-16
APP120524,female,47.0,GRADUATE,SINGLE,SELF EMPLOYED,80170,295430,36.0,645.0,970914.0,Approved,2021-07-30
APP120525,MALE,77.0,GRADUATE,SINGLE,SELF EMPLOYED,196994,416601,12.0,354.0,310071.0,Approved,2023-03-12
APP120526,Male,28.0,GRADUATE,MARRIED,Salaried,29409,439220,12.0,897.0,330684.0,Approved,2021-03-05
,Male,28.0,GRADUATE,married,Salaried,16070,1553495,72.0,838.0,169390.0,Approved,2022-09-25
APP120528,FEMALE,67.0,Not Graduate,married,Salaried,106584,204499,60.0,493.0,29155.0,Rejected,2020-09-10
APP120529,female,18.0,Graduate,Single,Salaried,27908,952262 rs,72.0,630.0,972475.0,Rejected,2023-10-31
APP120530,FEMALE,,Graduate,MARRIED,SALARIED,8243,2715976,24.0,322.0,712442.0,Approved,2018-09-08
APP120531,FEMALE,49.0,not graduate,SINGLE,self-employed,120349,2933233,36.0,389.0,600026.0,Approved,2019-10-24
APP120532,male,23.0,graduate,,SALARIED,134867,2221417,72.0,349.0,178760.0,Approved,2020-10-04
APP120533,Female,58.0,Not Graduate,MARRIED,SELF EMPLOYED,163008,2430700 rs,12.0,518.0,485457.0,Approved,2023-01-17
APP120534,FEMALE,53.0,graduate,Married,Self-Employed,37432,469898,24.0,,85873.0,Rejected,2018-08-07
APP120535,Female,56.0,Not Graduate,Single,Self-Employed,106158,1091351,48.0,882.0,888939.0,Approved,2024-11-12
APP120536,Female,47.0,Not Graduate,married,self-employed,64079,771534,12.0,509.0,22953.0,Approved,2024-03-21
APP120537,Male,74.0,Not Graduate,Married,self-employed,41262,352261 rs,36.0,548.0,306915.0,Rejected,2022-05-20
APP120538,MALE,28.0,Graduate,Single,SELF EMPLOYED,181134,1659854,60.0,621.0,25529.0,Approved,
APP120539,MALE,20.0,graduate,Married,SALARIED,187484,2502734,60.0,776.0,111543.0,Rejected,2024-08-29
APP120540,female,65.0,graduate,Single,Self-Employed,46586,2890075,72.0,387.0,942917.0,Rejected,2018-12-08
APP120541,male,23.0,GRADUATE,Single,SALARIED,104408,2168737,24.0,701.0,579501.0,Rejected,2024-02-21
APP120542,male,24.0,graduate,MARRIED,SELF EMPLOYED,94030,,72.0,811.0,631312.0,Rejected,2018-04-17
APP120543,MALE,61.0,GRADUATE,Single,SALARIED,71341,562242,36.0,732.0,257860.0,Approved,2023-03-20
APP120544,female,78.0,not graduate,SINGLE,Self-Employed,69856,530449,60.0,380.0,828607.0,Rejected,2023-05-22
APP120545,MALE,71.0,GRADUATE,SINGLE,SELF EMPLOYED,144242,549346,36.0,,859402.0,Approved,
APP120546,female,68.0,Not Graduate,SINGLE,SALARIED,118210,570077,36.0,660.0,10090.0,Approved,2023-02-15
APP120547,,65.0,Graduate,SINGLE,SALARIED,113600,969775,48.0,701.0,375325.0,Approved,2022-10-12
APP120548,female,78.0,Not Graduate,Married,SALARIED,143353,1360103,60.0,659.0,338572.0,Rejected,2023-03-17
APP120549,female,57.0,not graduate,married,SALARIED,107.5k,1763992,36.0,838.0,618418.0,Approved,2019-09-23
APP120550,,20.0,Graduate,married,self-employed,99047,2940608,24.0,809.0,313213.0,Approved,2022-09-10
APP120551,Male,47.0,,Single,SELF EMPLOYED,111197,2737609,72.0,724.0,211086.0,Rejected,2019-10-27
APP120552,,41.0,Not Graduate,married,SELF EMPLOYED,21223,2108401,12.0,723.0,820984.0,Approved,2019-07-28
APP120553,female,84.0,Graduate,Married,SALARIED,168965,2076637,24.0,426.0,490425.0,,2023-12-13
APP120554,FEMALE,19.0,not graduate,SINGLE,SALARIED,194441,1872548,48.0,749.0,166707.0,,2023-04-15
APP120555,,61.0,GRADUATE,SINGLE,self-employed,147376,317115,72.0,431.0,819840.0,Rejected,2021-09-27
APP120556,FEMALE,57.0,graduate,SINGLE,Self-Employed,92365,472656,72.0,432.0,67938.0,Rejected,
,Male,36.0,Not Graduate,married,self-employed,137336,2082528,72.0,375.0,659106.0,Approved,2021-06-20
APP120558,female,80.0,GRADUATE,married,SALARIED,84555,1640423,60.0,600.0,446053.0,Rejected,2024-02-02
APP120559,Female,,not graduate,MARRIED,SALARIED,188659,,60.0,637.0,247519.0,Rejected,2020-11-04
APP120560,MALE,67.0,not graduate,MARRIED,SALARIED,112196,2816604,12.0,592.0,421904.0,Approved,2022-11-26
APP120561,female,37.0,Graduate,married,SALARIED,178149,2343546,60.0,351.0,898340.0,Rejected,2020-08-30
APP120562,male,74.0,GRADUATE,SINGLE,self-employed,49178,2004635,24.0,336.0,991892.0,Rejected,2024-10-17
APP120563,,67.0,not graduate,married,SALARIED,101516,2049800,72.0,,510414.0,Rejected,2021-05-05
APP120564,female,75.0,Graduate,Married,Self-Employed,50307,2303646,48.0,542.0,495678.0,Approved,2022-04-29
APP120565,Female,48.0,graduate,MARRIED,Salaried,177609,1829602,60.0,773.0,744468.0,Rejected,2018-08-14
APP120566,FEMALE,54.0,graduate,SINGLE,Self-Employed,,1676276,12.0,867.0,700411.0,Approved,2019-08-24
APP120567,Female,21.0,,MARRIED,SALARIED,164124,119958,12.0,593.0,516521.0,Approved,2024-10-18
APP120568,MALE,75.0,GRADUATE,Single,self-employed,151.7k,719068,36.0,670.0,110224.0,Rejected,2023-10-27
APP120569,MALE,27.0,Graduate,Single,SALARIED,54270,"188,739",12.0,386.0,964942.0,Approved,2021-12-18
APP120570,MALE,80.0,Graduate,Single,self-employed,50131,2779040,72.0,477.0,782121.0,Approved,2019-07-28
APP120571,Male,53.0,GRADUATE,married,Salaried,46617,"2,830,255",48.0,532.0,705181.0,Rejected,2022-08-19
APP120572,Female,72.0,graduate,MARRIED,SELF EMPLOYED,56763,2941701,72.0,338.0,69816.0,Approved,2020-11-03
APP120573,female,74.0,not graduate,Married,Self-Employed,49483,189850,24.0,760.0,420135.0,Rejected,2024-11-15
APP120574,male,60.0,graduate,MARRIED,Salaried,,271375,36.0,679.0,229674.0,Approved,2021-08-02
APP120575,male,82.0,GRADUATE,SINGLE,SALARIED,175772,1587429,60.0,799.0,,Rejected,2022-07-24
APP120576,MALE,29.0,Not Graduate,married,self-employed,42971,1630423 rs,72.0,860.0,235061.0,Approved,2018-04-02
APP120577,male,79.0,GRADUATE,MARRIED,self-employed,168418,"2,570,653",60.0,416.0,814069.0,,2023-10-22
APP120578,FEMALE,41.0,graduate,married,SELF EMPLOYED,20996,2860844,24.0,615.0,305073.0,Approved,2020-05-24
APP120579,Female,19.0,graduate,married,Salaried,174712,1287160,36.0,339.0,683178.0,Approved,2018-01-02
APP120580,Female,64.0,GRADUATE,Married,Self-Employed,,500269,48.0,590.0,345327.0,Rejected,2019-05-04
APP120581,Female,73.0,GRADUATE,SINGLE,self-employed,139457,2650343,48.0,613.0,695206.0,Rejected,2022-11-07
APP120582,FEMALE,33.0,GRADUATE,,Self-Employed,81287,2993255,48.0,782.0,983289.0,Approved,2021-08-30
APP120583,female,51.0,graduate,,SALARIED,83151,1425202,,432.0,852380.0,Approved,2019-09-08
APP120584,Male,35.0,Graduate,married,self-employed,185238,503633,24.0,510.0,,Approved,2023-01-21
APP120585,FEMALE,46.0,Not Graduate,married,self-employed,155578,2717720,72.0,652.0,828075.0,Rejected,2024-12-01
APP120586,Female,71.0,Graduate,Married,Salaried,154557,2123747,72.0,625.0,655050.0,Rejected,2020-11-17
APP120587,Female,68.0,graduate,Single,SELF EMPLOYED,136310,2580628,48.0,602.0,531897.0,Approved,2023-10-30
APP120588,Female,31.0,Graduate,Single,,138374,1145627,60.0,597.0,668998.0,Approved,2024-09-20
APP120589,female,75.0,GRADUATE,Married,SELF EMPLOYED,69.0k,824163,24.0,586.0,147933.0,Approved,2021-10-18
APP120590,male,52.0,not graduate,married,Salaried,150174,1119675 rs,72.0,599.0,12319.0,Rejected,2019-09-18
APP120591,Male,26.0,GRADUATE,married,Self-Employed,97519,710047,60.0,605.0,162275.0,Rejected,2018-01-23
APP120592,FEMALE,54.0,Not Graduate,SINGLE,Salaried,56399,2007477,36.0,-50.0,42986.0,Approved,2023-05-16
APP120593,Female,29.0,GRADUATE,married,Salaried,49442,1228295,48.0,735.0,637571.0,Rejected,2018-10-04
APP120594,MALE,28.0,not graduate,MARRIED,Salaried,147362,2797216,48.0,350.0,199237.0,Rejected,2021-09-09
APP120595,Male,44.0,graduate,MARRIED,self-employed,68865,2064102,24.0,467.0,324934.0,Approved,2021-08-29
APP120596,MALE,60.0,Graduate,married,SALARIED,153656,901363,72.0,532.0,883950.0,Rejected,2021-05-09
APP120597,Male,67.0,GRADUATE,Married,Self-Employed,24538,2908291,24.0,604.0,344510.0,Approved,2019-11-25
APP120598,Female,37.0,Graduate,MARRIED,SELF EMPLOYED,156690,2110776,24.0,899.0,358462.0,Rejected,2022-01-22
APP120599,Male,30.0,Not Graduate,married,Self-Employed,40613,1119652,72.0,406.0,901224.0,Rejected,2019-04-08
APP120600,Male,64.0,Graduate,married,self-employed,,802188,48.0,733.0,,Rejected,2023-01-20
APP120601,Female,25.0,Not Graduate,MARRIED,self-employed,14378,"711,690",36.0,635.0,555894.0,Approved,2019-11-25
APP120602,female,86.0,Not Graduate,married,SELF EMPLOYED,"8,025",954276,60.0,459.0,888055.0,Approved,2024-09-01
APP120603,MALE,88.0,GRADUATE,Married,self-employed,102018,2182781,60.0,482.0,421938.0,Rejected,2021-04-01
APP120604,,81.0,not graduate,Single,SELF EMPLOYED,168708,2691791,72.0,818.0,57182.0,Rejected,2023-12-05
APP120605,MALE,61.0,Graduate,MARRIED,self-employed,10244,543854,24.0,478.0,745181.0,Approved,2020-12-01
APP120606,male,29.0,Not Graduate,MARRIED,Salaried,120095,2542093,48.0,809.0,833419.0,Approved,2021-09-07
APP120607,MALE,21.0,Not Graduate,married,self-employed,74382,1367499,,748.0,867747.0,Approved,2022-08-14
APP120608,MALE,57.0,Not Graduate,Married,,136343,1051600,72.0,505.0,194180.0,Approved,2021-05-03
,Male,36.0,,MARRIED,SELF EMPLOYED,71776,465719,36.0,302.0,709840.0,Rejected,2020-06-26
APP120610,male,71.0,Graduate,married,SELF EMPLOYED,147085,1595445,48.0,627.0,725152.0,Approved,
APP120611,Female,18.0,Graduate,married,SALARIED,31793,1520881,12.0,665.0,959344.0,Rejected,2022-04-29
APP120612,Female,30.0,Not Graduate,married,Self-Employed,42299,2363012,48.0,755.0,714067.0,Rejected,2024-03-14
APP120613,FEMALE,67.0,Graduate,SINGLE,Self-Employed,29150,2750313,12.0,675.0,679526.0,Approved,2021-01-01
APP120614,male,70.0,Graduate,SINGLE,Salaried,77.7k,2102676,12.0,595.0,547740.0,Rejected,2022-08-27
APP120615,Male,59.0,graduate,Married,SELF EMPLOYED,16176,338562,60.0,382.0,378951.0,Approved,2018-11-17
APP120616,FEMALE,42.0,Not Graduate,Single,SALARIED,128487,2973977,24.0,789.0,670195.0,Rejected,2022-03-14
APP120617,FEMALE,61.0,Graduate,SINGLE,SALARIED,187139,2569087,12.0,409.0,587126.0,,2018-08-13
APP120618,,78.0,not graduate,Married,SALARIED,145554,1155620,48.0,536.0,112837.0,Rejected,2023-05-16
APP120619,MALE,38.0,Not Graduate,married,SELF EMPLOYED,99648,1419990,72.0,851.0,172155.0,Approved,2021-09-16
APP120620,Male,68.0,Graduate,married,SALARIED,91976,2471515,36.0,843.0,655530.0,Approved,2021-09-12
APP120621,male,69.0,graduate,Single,SALARIED,154263,2326701,72.0,758.0,672784.0,Rejected,2019-05-20
APP120622,FEMALE,80.0,not graduate,MARRIED,Self-Employed,185799,2317586,48.0,799.0,170021.0,Approved,2020-06-04
APP120623,Male,71.0,GRADUATE,SINGLE,self-employed,160084,2595033,72.0,416.0,307149.0,Rejected,2024-09-11
APP120624,Female,27.0,GRADUATE,SINGLE,self-employed,10564,2598852,72.0,405.0,954919.0,Approved,2021-08-27
APP120625,FEMALE,76.0,,married,self-employed,9019,2356964,60.0,326.0,704241.0,Approved,2020-11-14
APP120626,FEMALE,25.0,GRADUATE,Married,SELF EMPLOYED,60270,1051600,60.0,615.0,55979.0,Rejected,2022-05-05
APP120627,female,68.0,not graduate,Single,Salaried,73.1k,2340262,36.0,432.0,922458.0,Approved,2019-03-02
APP120628,Female,22.0,Graduate,Single,Salaried,,2881193,60.0,554.0,431643.0,Rejected,2022-07-13
APP120629,female,59.0,GRADUATE,MARRIED,Self-Employed,116593,984483,12.0,375.0,406725.0,Approved,2022-07-19
APP120630,,29.0,GRADUATE,MARRIED,Salaried,149665,472288,24.0,636.0,858757.0,Approved,2018-04-23
APP120631,Female,41.0,not graduate,Married,Salaried,9957,1023716,12.0,316.0,450327.0,Approved,2018-02-01
APP120632,female,62.0,,Married,self-employed,27678,645992,72.0,497.0,153606.0,Approved,2023-12-01
APP120633,Male,70.0,Graduate,Single,self-employed,93982,2642784,36.0,507.0,384188.0,Approved,2018-04-05
APP120634,Male,70.0,Not Graduate,married,SELF EMPLOYED,158442,1209509,24.0,325.0,358402.0,Rejected,2023-11-08
APP120635,Male,34.0,Not Graduate,Married,Salaried,27699,666279,24.0,401.0,168631.0,Approved,2022-03-11
APP120636,MALE,82.0,Graduate,Married,SELF EMPLOYED,20417,1854075,48.0,337.0,648576.0,Approved,2022-02-22
APP120637,FEMALE,75.0,not graduate,MARRIED,SALARIED,191194,"707,348",36.0,810.0,202376.0,Rejected,2019-04-02
APP120638,Male,54.0,graduate,MARRIED,Self-Employed,135654,366887,60.0,329.0,254079.0,Approved,2022-03-11
APP120639,MALE,59.0,graduate,MARRIED,Self-Employed,19531,320973,36.0,742.0,643311.0,Rejected,2018-01-16
APP120640,FEMALE,87.0,Not Graduate,married,,"177,480",1745010,72.0,512.0,411459.0,Approved,2019-06-02
APP120641,Male,57.0,,Single,Self-Employed,135022,2190412,36.0,511.0,843613.0,Rejected,2022-09-07
APP120642,Female,,graduate,,Salaried,142325,90754,72.0,812.0,39467.0,Rejected,2024-09-21
APP120643,male,40.0,GRADUATE,MARRIED,SELF EMPLOYED,77852,914096,48.0,399.0,367163.0,Approved,2022-01-25
APP120644,Male,66.0,GRADUATE,SINGLE,Salaried,129948,2298767,36.0,771.0,634317.0,Approved,2023-05-07
APP120645,male,24.0,Graduate,,Self-Employed,70843,2035302,12.0,677.0,221838.0,Rejected,2021-03-22
APP120646,Male,54.0,graduate,Single,Salaried,97650,2752636,12.0,326.0,400981.0,Approved,2022-11-05
APP120647,Female,33.0,graduate,MARRIED,Self-Employed,122999,2656409,36.0,594.0,446201.0,Rejected,2024-01-14
APP120648,male,55.0,GRADUATE,MARRIED,SELF EMPLOYED,99.5k,638667 rs,48.0,710.0,533350.0,Approved,2020-04-14
APP120649,MALE,57.0,GRADUATE,married,Self-Employed,65783,2465606,36.0,741.0,194016.0,Approved,2022-02-02
APP120650,Female,46.0,Graduate,Single,SALARIED,21081,1191897,72.0,892.0,954637.0,Rejected,2024-07-31
APP120651,male,34.0,not graduate,married,Self-Employed,133240,733980,36.0,403.0,343063.0,Approved,2023-02-26
APP120652,male,37.0,graduate,MARRIED,SALARIED,174347,1613719,12.0,878.0,991829.0,Rejected,2020-04-03
APP120653,female,42.0,graduate,,SELF EMPLOYED,67833,800064,48.0,358.0,479845.0,Rejected,2022-06-10
APP120654,female,77.0,Graduate,SINGLE,Self-Employed,115.9k,2228254,24.0,303.0,769575.0,Rejected,2023-12-18
APP120655,Female,55.0,Graduate,MARRIED,SELF EMPLOYED,106958,1995361,72.0,441.0,879417.0,Rejected,2024-10-20
APP120656,Female,80.0,not graduate,Married,self-employed,20104,2256462,,827.0,55485.0,Rejected,2021-02-19
APP120657,Female,56.0,GRADUATE,SINGLE,self-employed,62619,2166887,24.0,416.0,566435.0,Approved,2019-12-26
APP120658,FEMALE,81.0,graduate,Married,Self-Employed,44439,976485,72.0,487.0,728881.0,Approved,2021-11-27
,MALE,38.0,GRADUATE,Single,self-employed,104534,1862343,72.0,856.0,826355.0,Approved,2022-06-14
APP120660,Male,49.0,graduate,Married,Salaried,110574,"788,855",48.0,519.0,846421.0,Rejected,2021-05-29
APP120661,female,45.0,Graduate,Married,Salaried,89586,496678,48.0,574.0,285583.0,Approved,2021-05-20
APP120662,,29.0,Graduate,Single,SALARIED,14429,288174,24.0,676.0,47834.0,Rejected,2018-01-09
APP120663,female,40.0,Graduate,Married,self-employed,31922,701484,36.0,804.0,,Approved,2020-06-05
APP120664,Male,32.0,not graduate,SINGLE,SALARIED,138.8k,958440,12.0,593.0,83117.0,Approved,2022-09-17
APP120665,Female,29.0,graduate,Married,self-employed,25374,149647,12.0,450.0,754021.0,Rejected,2018-08-14
APP120666,female,21.0,Graduate,Married,Salaried,77232,1474003,24.0,652.0,100121.0,Approved,2018-05-20
APP120667,MALE,52.0,not graduate,,self-employed,134508,95558,60.0,350.0,174483.0,Rejected,2020-11-19
APP120668,,,GRADUATE,SINGLE,Salaried,14534,494922,72.0,567.0,233778.0,Approved,2024-08-03
,FEMALE,44.0,not graduate,Single,Salaried,152507,1260343,60.0,819.0,70482.0,Approved,2022-11-29
APP120670,female,50.0,not graduate,Married,SELF EMPLOYED,82104,,36.0,436.0,542577.0,Approved,2018-10-19
APP120671,Female,30.0,Not Graduate,Single,Salaried,197003,1050721,24.0,532.0,781833.0,Approved,2024-07-29
APP120672,,54.0,GRADUATE,Single,Salaried,31390,536356,24.0,,91673.0,Rejected,2021-08-28
APP120673,FEMALE,61.0,Not Graduate,Married,SALARIED,85305,979096,60.0,718.0,966716.0,Approved,2018-08-25
APP120674,Female,19.0,graduate,Married,self-employed,175284,914123,72.0,542.0,853272.0,Rejected,2022-11-17
